"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 16 16:33:23 UTC 2025","Tue Sep 16 16:33:25 UTC 2025","2486","casatasks","test_task_mstransform_mms","test_mms_transformations","","","test_regrid1_3","mstransform: Default regridms with spw selection using input MMS"
"passed","Tue Sep 16 18:46:55 UTC 2025","Tue Sep 16 18:46:59 UTC 2025","3790","casatasks","test_task_tsdimaging","sdimaging_test_ephemeris","","","test_ephemeris_notset",""
"passed","Tue Sep 16 14:56:36 UTC 2025","Tue Sep 16 14:56:36 UTC 2025","46","casatools","test_tool_image","ia_calcmask_test","","","test_basic","Test basic functionality of ia.calcmask()"
"passed","Tue Sep 16 16:29:16 UTC 2025","Tue Sep 16 16:29:16 UTC 2025","142","casatasks","test_task_mstransform","test_FreqAvg","","","test_freqavg1","mstranform: Average 20 channels of one spw"
"passed","Tue Sep 16 15:03:02 UTC 2025","Tue Sep 16 15:03:02 UTC 2025","28","casatools","test_tool_vpmanager","vpmanager_test","","","test14","Test 14: createantresp - good input: six images, two antenna types"
"passed","Tue Sep 16 18:47:46 UTC 2025","Tue Sep 16 18:47:46 UTC 2025","188","casatasks","test_task_uvcontsub","uvcontsub_test","","","test_fitspec_dict_select_spw_mismatching"," Check spw selection works when fitspec (as dict) gives mismatching IDs 
        (not selected)"
"passed","Tue Sep 16 15:43:57 UTC 2025","Tue Sep 16 15:43:57 UTC 2025","586","casatasks","test_task_flagdata","test_tfcrop","","","test_tfcrop1","flagdata:: Test1 of mode = tfcrop"
"passed","Tue Sep 16 14:58:02 UTC 2025","Tue Sep 16 14:58:02 UTC 2025","155","casatools","test_tool_ms","mstool_test_iter","","","test_iterinit_maxrows","test ms.iterinit maxrows parameter"
"passed","Tue Sep 16 15:55:04 UTC 2025","Tue Sep 16 15:55:05 UTC 2025","567","casatasks","test_task_gencal","TestJyPerK","","","test_jyperk_gencal_for_factor_file","Test to check that the factors in the csv file are applied to the caltable.

        The following arguments are required for this test.
        * caltype='jyperk'
        * infile
        "
"passed","Tue Sep 16 17:07:21 UTC 2025","Tue Sep 16 17:07:23 UTC 2025","1830","casatasks","test_task_sdimaging","sdimaging_test1","","","test106","Test 106: Imaging two polarization separately (XX and YY, not Stokes I)."
"skipped","Tue Sep 16 16:43:52 UTC 2025","Tue Sep 16 16:43:52 UTC 2025","0","casatasks","test_task_plotbandpass","plotbandpass_X3c1_2_test","","","test_X3c1_tsys_regression36","test_plotbandpass: test_X3c1_tsys_regression36"
"passed","Tue Sep 16 15:44:51 UTC 2025","Tue Sep 16 15:44:52 UTC 2025","425","casatasks","test_task_flagdata","test_shadow","","","test_addantenna","flagdata: use antenna file in list mode"
"passed","Tue Sep 16 14:56:35 UTC 2025","Tue Sep 16 14:56:35 UTC 2025","1","casatools","test_tool_coordsys","coordsys_test","","","test_setDirectionPixVal","Test that direction is set correctly with ref pix and val"
"passed","Tue Sep 16 16:26:43 UTC 2025","Tue Sep 16 16:26:43 UTC 2025","20","casatasks","test_task_imstat","imstat_test","","","test_CAS_2195_image_can_have_linear_rather_than_direction_coordinate"," verify fix for CAS-2195, image has linear, not direction, coordinate"
"passed","Tue Sep 16 17:03:04 UTC 2025","Tue Sep 16 17:03:06 UTC 2025","1518","casatasks","test_task_sdcal","sdcal_test_otfraster","","","test_otfraster11","test_otfraster11 --- OTF raster calibration ('otfraster') with auto detection."
"passed","Tue Sep 16 16:31:45 UTC 2025","Tue Sep 16 16:31:46 UTC 2025","410","casatasks","test_task_mstransform","test_spectrum_transformations_sigma_unit","","","test_chanavg_corrected_vs_data_with_sigma_unit","mstransform: Check that the result of chan avg CORRECTED is the same as time avg DATA with sigma 1 multiplied by input WEIGHT"
"passed","Tue Sep 16 17:28:00 UTC 2025","Tue Sep 16 17:28:01 UTC 2025","936","casatasks","test_task_sdtimeaverage","test_sdtimeaverage","","","test_param60Nobeyama","sdtimeaverage::60 Nobeyama:: 'scan' will be applied in mstransform."
"passed","Tue Sep 16 15:30:10 UTC 2025","Tue Sep 16 15:30:20 UTC 2025","9130","casatasks","test_task_deconvolve","test_mask","","","test_mask_autobox_multithresh_with_prune"," [mask] test_mask_autobox_multithresh_with_prune "
"passed","Tue Sep 16 16:06:04 UTC 2025","Tue Sep 16 16:06:10 UTC 2025","5719","casatasks","test_task_imbaseline","TestImbaselineOutputs","","","test_imbaseline_outputs_poly_gaussian_gaussian_chanA","TestImbaselineOutputs test. No.009 [blfunc=poly, dirkernel=gaussian, spkernel=gaussian]"
"passed","Tue Sep 16 17:01:19 UTC 2025","Tue Sep 16 17:01:19 UTC 2025","174","casatasks","test_task_sdbaseline","sdbaseline_sinusoidTest","","","test013","Sinusoid Test 013: addwn as string (less pattern 1)"
"passed","Tue Sep 16 16:27:25 UTC 2025","Tue Sep 16 16:27:26 UTC 2025","213","casatasks","test_task_listobs","test_listobs","","","test_uvrangeMS","Listobs test: check that the proper inputs work for uvrange on a MS"
"passed","Tue Sep 16 17:07:11 UTC 2025","Tue Sep 16 17:07:17 UTC 2025","5712","casatasks","test_task_sdimaging","sdimaging_test1","","","test102","Test 102: Full channel image."
"skipped","Tue Sep 16 17:08:07 UTC 2025","Tue Sep 16 17:08:08 UTC 2025","85","casatasks","test_task_sdimaging","sdimaging_test_selection","","","test_pol_id_default","test_pol_id_default: Test default value for pol"
"passed","Tue Sep 16 16:39:41 UTC 2025","Tue Sep 16 16:39:43 UTC 2025","2062","casatasks","test_task_plotants","plotants_test","","","test1","Test 1: Default parameters"
"passed","Tue Sep 16 16:27:20 UTC 2025","Tue Sep 16 16:27:21 UTC 2025","290","casatasks","test_task_listobs","test_listobs","","","test_lofarDysco","Verify that we can read a compressed MS that uses the Dysco storage manager"
"passed","Tue Sep 16 16:58:46 UTC 2025","Tue Sep 16 16:58:46 UTC 2025","153","casatasks","test_task_rerefant","rerefant_test","","","test_listDropOutDropInFlex"," Test that when an antenna drops out and drops back in "
"passed","Tue Sep 16 18:05:52 UTC 2025","Tue Sep 16 18:05:57 UTC 2025","4943","casatasks","test_task_tclean","test_mask","","","test_mask_preserve_input_zero_mask","
          Test the fix for CAS-14203; If a user explicitly provides a
          zero-filled input mask, it should be respected and not flipped.
          "
"passed","Tue Sep 16 16:36:42 UTC 2025","Tue Sep 16 16:36:42 UTC 2025","142","casatasks","test_task_partition","partition_float","","","test_split_float","partition: split an MS with FLOAT_DATA"
"passed","Tue Sep 16 16:58:30 UTC 2025","Tue Sep 16 16:58:31 UTC 2025","387","casatasks","test_task_polcal","polcal_test","","","test_onlyInstPolDllsLin"," Test on Field 0 and spw 1. Should clear inst pol and see no source pol. needs refant "
"passed","Tue Sep 16 14:58:54 UTC 2025","Tue Sep 16 14:58:54 UTC 2025","42","casatools","test_tool_regionmanager","rg_fromtextfile_test","","","test_CAS_8072","Verify rest frequency precision issue has been fixed"
"broken","Tue Sep 16 15:34:40 UTC 2025","Tue Sep 16 15:34:40 UTC 2025","660","casatasks","test_task_defintent","Defintent_tests","","","test_multi_append"," Test that multiple consecutive appends still change the data. bug noticed in CAS-14566"
"passed","Tue Sep 16 16:33:33 UTC 2025","Tue Sep 16 16:33:34 UTC 2025","1486","casatasks","test_task_mstransform_mms","test_mms_parallel","","","test_parallel4","mstransform: verify spw sub-table consolidation in sequential"
"passed","Tue Sep 16 17:55:04 UTC 2025","Tue Sep 16 17:55:11 UTC 2025","7634","casatasks","test_task_tclean","test_cube","","","test_cube_common_restoringbeam"," [cube] Test_cube_restoringbeam (cas10849/10946) : Test parallel and serial run on same refconcat images  "
"passed","Tue Sep 16 16:26:59 UTC 2025","Tue Sep 16 16:26:59 UTC 2025","24","casatasks","test_task_imval","imval_test","","","test_inputRegionFile","Test when given a bad region file"
"passed","Tue Sep 16 15:17:49 UTC 2025","Tue Sep 16 15:17:55 UTC 2025","5753","casatasks","test_task_conjugatevis","conjugatevis_test","","","test_defaultOutputFileName"," 6. test_defaultOutputFileName: Check that conjugatevis writes the output ms file as 'conjugated_'+vis"
"passed","Tue Sep 16 15:42:36 UTC 2025","Tue Sep 16 15:42:36 UTC 2025","433","casatasks","test_task_fixvis","fixvis_test1","","","test10","Test10: exercise datacolumn parameter - non-existent data column with valid name"
"passed","Tue Sep 16 17:27:25 UTC 2025","Tue Sep 16 17:27:25 UTC 2025","457","casatasks","test_task_sdsmooth","sdsmooth_selection","","","testIntentC","Test selection by intent (corrected)."
"passed","Tue Sep 16 15:43:14 UTC 2025","Tue Sep 16 15:43:15 UTC 2025","1026","casatasks","test_task_fixvis","fixvis_test1","","","test14","Test14: Apply trivial phase center shift, i.e. none, and use distances (list) parameter to refocus."
"passed","Tue Sep 16 16:34:02 UTC 2025","Tue Sep 16 16:34:03 UTC 2025","1080","casatasks","test_task_mstransform_mms","test_mms_input","","","test_timespan_scan_axis","mstransform: timeaverage=True, timespan=scan, separationaxis=scan"
"passed","Tue Sep 16 14:56:35 UTC 2025","Tue Sep 16 14:56:35 UTC 2025","0","casatools","test_tool_coordsys","coordsys_test","","","test_constructor","Test constructors"
"passed","Tue Sep 16 14:56:54 UTC 2025","Tue Sep 16 14:56:54 UTC 2025","23","casatools","test_tool_image_collapse","ia_collapse_test","","","test_CAS3737"," ia.collapse(): test tabular spectral axis has correct collapsed reference value "
"passed","Tue Sep 16 17:02:38 UTC 2025","Tue Sep 16 17:02:38 UTC 2025","0","casatasks","test_task_sdbaseline","sdbaseline_helperTest","","","test000","tests for is_empty()"
"passed","Tue Sep 16 15:20:18 UTC 2025","Tue Sep 16 15:20:19 UTC 2025","1080","casatasks","test_task_cvel2","cvel2_test","","","test16","cvel2 16: I/O vis set, input vis with one spw, two fields selected, passall = False, regridding 9..."
"passed","Tue Sep 16 18:46:41 UTC 2025","Tue Sep 16 18:46:55 UTC 2025","14082","casatasks","test_task_tsdimaging","sdimaging_test_ephemeris","","","test_ephemeris_cubesource",""
"passed","Tue Sep 16 15:19:57 UTC 2025","Tue Sep 16 15:20:00 UTC 2025","2920","casatasks","test_task_cvel","cvel_test","","","test8","Cvel 8: I/O vis set, input vis with two spws, one field selected, 2 spws selected, 
           passall = False, regridding 1"
"passed","Tue Sep 16 17:56:31 UTC 2025","Tue Sep 16 17:58:14 UTC 2025","102888","casatasks","test_task_tclean","test_cube","","","test_cube_flagged_mosaic_clark","CAS-12957: 0-value channels aren't skipped with gridder=mosaic and initial channels are flagged"
"passed","Tue Sep 16 18:48:50 UTC 2025","Tue Sep 16 18:48:50 UTC 2025","416","casatasks","test_task_visstat","visstat_test","","","test_datacolModel","Visstat 03: Default values with datacolum=model, reportingaxis=ddid"
"passed","Tue Sep 16 14:58:41 UTC 2025","Tue Sep 16 14:58:41 UTC 2025","13","casatools","test_tool_msmetadata","msmetadata_test","","","test_intentsforfield","Test intentsforfield()"
"passed","Tue Sep 16 16:33:13 UTC 2025","Tue Sep 16 16:33:15 UTC 2025","1812","casatasks","test_task_mstransform_mms","test_mms_transformations","","","test_channels_mms1","mstransform: create MMS with spw separation and channel selections"
"passed","Tue Sep 16 16:27:20 UTC 2025","Tue Sep 16 16:27:20 UTC 2025","139","casatasks","test_task_listobs","test_listobs","","","test_listunflMMS","Listobs test: Check that the list unflagged column shows up in a MMS"
"passed","Tue Sep 16 14:56:53 UTC 2025","Tue Sep 16 14:56:53 UTC 2025","7","casatools","test_tool_image","ia_restoringbeam_test","","","test_per_plane_beams_matrix_mode","
        Test retrieving beams for an image with per-plane beams using
        mode='matrix' and channel and polarization both negative
        "
"passed","Tue Sep 16 15:54:46 UTC 2025","Tue Sep 16 15:54:57 UTC 2025","10889","casatasks","test_task_gencal","gencal_test_tec_vla","","","test_tec_maps","
        gencal: very basic test of tec_maps and gencal(caltype='tecim')
        "
"passed","Tue Sep 16 18:27:06 UTC 2025","Tue Sep 16 18:27:14 UTC 2025","8275","casatasks","test_task_tclean","test_modelvis","","","test_modelvis_19"," [modelpredict] Test_modelvis_19 : (CAS-12618) cube with  and save virtual model for nsima >0.0"
"passed","Tue Sep 16 15:45:22 UTC 2025","Tue Sep 16 15:45:22 UTC 2025","212","casatasks","test_task_flagdata","test_list_file","","","test_file_overwrite_false1","flagdata: Use savepars and overwrite=False"
"passed","Tue Sep 16 17:34:01 UTC 2025","Tue Sep 16 17:34:01 UTC 2025","240","casatasks","test_task_specflux","specflux_test","","","test_beam","test setting beam info"
"passed","Tue Sep 16 16:26:55 UTC 2025","Tue Sep 16 16:26:56 UTC 2025","645","casatasks","test_task_imstat","imstat_test","","","test_internal_region_exclusion","Verify data not returned for internally excluded regions"
"passed","Tue Sep 16 15:15:44 UTC 2025","Tue Sep 16 15:15:44 UTC 2025","564","casatasks","test_task_clearcal","clearcal_test","","","test_addmodel","test add model: Check that the addmodel parameter must be set to True for the MODEL_DATA column to be added"
"passed","Tue Sep 16 14:58:40 UTC 2025","Tue Sep 16 14:58:40 UTC 2025","228","casatools","test_tool_msmetadata","msmetadata_test","","","test_alma_fdmtdm_heavy_online_averaging","
        CAS-14435 proper fdm/tdm identification in cases
        of heavy online averaging
        "
"passed","Tue Sep 16 15:03:02 UTC 2025","Tue Sep 16 15:03:02 UTC 2025","25","casatools","test_tool_table","TableRowTest","","","test_columnnames_include",""
"passed","Tue Sep 16 16:11:33 UTC 2025","Tue Sep 16 16:11:34 UTC 2025","1643","casatasks","test_task_immath","immath_test1","","","test_input10","Immath 10: Test bad x and y box values"
"passed","Tue Sep 16 17:03:39 UTC 2025","Tue Sep 16 17:03:40 UTC 2025","433","casatasks","test_task_sdfit","sdfit_auto","","","testAutoEdge","Test fitmode='auto' with edge."
"passed","Tue Sep 16 15:13:37 UTC 2025","Tue Sep 16 15:13:39 UTC 2025","2277","casatasks","test_task_bandpass","bandpass1_test","","","test1a","Bandpass 1a: Create bandpass table using field=0"
"passed","Tue Sep 16 15:25:10 UTC 2025","Tue Sep 16 15:25:25 UTC 2025","15288","casatasks","test_task_deconvolve","test_cube","","","test_cube_12"," [cube] test_cube_12 "
"passed","Tue Sep 16 15:45:29 UTC 2025","Tue Sep 16 15:45:30 UTC 2025","840","casatasks","test_task_flagdata","test_list_list","","","test_list3","flagdata: Compare flags from flagdata and flagcmd"
"passed","Tue Sep 16 17:40:15 UTC 2025","Tue Sep 16 17:40:25 UTC 2025","9369","casatasks","test_task_tclean","test_onefield","","","test_onefield_projections"," [onefield] Test_Onefield_projections : test selected projections  "
"passed","Tue Sep 16 17:03:09 UTC 2025","Tue Sep 16 17:03:10 UTC 2025","513","casatasks","test_task_sdcal","sdcal_test_otf","","","test_otf03","test_otf03 --- Compute calibration table. calmode='otf' ms=lissajous.ms."
"passed","Tue Sep 16 16:32:03 UTC 2025","Tue Sep 16 16:32:05 UTC 2025","2018","casatasks","test_task_mstransform","test_spectrum_transformations_useWeightSpectrum_false_vs_true","","","test_chanavg_useWeightSpectrum_false_vs_true_data","Check that WEIGHT/SIGMA are generated in the same way regardless of the useWeightSpectrum parameter "
"passed","Tue Sep 16 15:45:41 UTC 2025","Tue Sep 16 15:45:42 UTC 2025","496","casatasks","test_task_flagdata","test_clip","","","test_timeavg_spw9_2scans","flagdata: clip with time averaging in spw 9"
"passed","Tue Sep 16 18:51:11 UTC 2025","Tue Sep 16 18:51:19 UTC 2025","7596","casatasks","test_task_wvrgcal","wvrgcal_test","","","test19","Test 19:  wvrgcal4quasar_10s.ms, PM02 partially flagged in main table, DV41 with wvrflag, PM02 necessary for interpol of DV41"
"passed","Tue Sep 16 15:20:26 UTC 2025","Tue Sep 16 15:20:27 UTC 2025","692","casatasks","test_task_cvel2","cvel2_test","","","test25_veltype_uppercase","cvel2 25: SMA input MS, 24 spws to combine, optical velocity mode, 40 output channels"
"passed","Tue Sep 16 18:47:42 UTC 2025","Tue Sep 16 18:47:42 UTC 2025","600","casatasks","test_task_tsdimaging","sdimaging_interpolation","","","test_interpolation_cubic",""
"passed","Tue Sep 16 16:35:07 UTC 2025","Tue Sep 16 16:35:37 UTC 2025","29935","casatasks","test_task_partition","partition_test1","","","test_default_scan","Partition: create an MMS with default values and axis=scan"
"passed","Tue Sep 16 15:54:08 UTC 2025","Tue Sep 16 15:54:10 UTC 2025","1563","casatasks","test_task_gaincal","gaincal_test","","","test_uvrangeSelect","Check that using the uv range parameter you can cut off specific antennas"
"passed","Tue Sep 16 17:02:02 UTC 2025","Tue Sep 16 17:02:02 UTC 2025","216","casatasks","test_task_sdbaseline","sdbaseline_autoTest","","","testAutoCsplMaskChan","cspline fitting using 500~7691 channels (no edge mask)"
"passed","Tue Sep 16 14:57:15 UTC 2025","Tue Sep 16 14:57:15 UTC 2025","19","casatools","test_tool_imagepol","po_sigmafractotpol_test","","","test_multibeam","Test multibeam images for correct behavior"
"passed","Tue Sep 16 16:25:32 UTC 2025","Tue Sep 16 16:25:32 UTC 2025","37","casatasks","test_task_imregrid","imregrid_test","","","test_no_input_spectral","Verify if input image has no spectral axis, output will not have spectral axis"
"passed","Tue Sep 16 15:42:19 UTC 2025","Tue Sep 16 15:42:21 UTC 2025","2292","casatasks","test_task_fixplanets","fixplanets_test","","","test_reftime","
            test_reftime
            --------------
            
            Check that the timestamp provided by reftime is used if the pointing table information is being used
        "
"passed","Tue Sep 16 17:34:19 UTC 2025","Tue Sep 16 17:34:21 UTC 2025","1989","casatasks","test_task_split","splitTests","","","test_combinescan_spw_mms","split: combine=scan with axis=spw"
"passed","Tue Sep 16 15:15:48 UTC 2025","Tue Sep 16 15:15:48 UTC 2025","62","casatasks","test_task_clearstat","clearstat_test","","","test4","Test 4: Clear image write lock"
"passed","Tue Sep 16 15:19:30 UTC 2025","Tue Sep 16 15:19:30 UTC 2025","228","casatasks","test_task_cvel","cvel_test","","","test37","Cvel 37: test effect of sign of width parameter: freq mode, width positive"
"skipped","Tue Sep 16 16:30:26 UTC 2025","Tue Sep 16 16:30:26 UTC 2025","0","casatasks","test_task_mstransform","test_radial_velocity_correction_largetimerange","","","test_ascending_freq",""
"passed","Tue Sep 16 14:56:36 UTC 2025","Tue Sep 16 14:56:45 UTC 2025","8628","casatools","test_tool_image","ia_convolve_test","","","test_history","Test history writing"
"passed","Tue Sep 16 18:43:10 UTC 2025","Tue Sep 16 18:43:10 UTC 2025","87","casatasks","test_task_tclean","test_errors_failures","","","test_wrong_spw_select_data","
          test_wrong_spw: should produce exception in selectData.

          Should throw something like
           RuntimeError: Error in selectData() : Spw Expression: No match found for 33,
          "
"passed","Tue Sep 16 17:03:51 UTC 2025","Tue Sep 16 17:03:51 UTC 2025","378","casatasks","test_task_sdfixscan","sdfixscan_test2","","","test203","Test 203: test for len(infiles) > len(direction)."
"passed","Tue Sep 16 15:43:46 UTC 2025","Tue Sep 16 15:43:46 UTC 2025","455","casatasks","test_task_flagcmd","test_actions","","","test_action_plot_da","flagcmd: Test action=plot to plot page with DA antenna CAS-5187"
"passed","Tue Sep 16 16:25:21 UTC 2025","Tue Sep 16 16:25:22 UTC 2025","292","casatasks","test_task_impv","impv_test","","","test_pv"," ia.pv(): Test pv()"
"failed","Tue Sep 16 17:33:14 UTC 2025","Tue Sep 16 17:33:14 UTC 2025","99","casatasks","test_task_specfit","specfit_test","","","test_8a"," Test two gaussian + one polynomial image with estimates"
"passed","Tue Sep 16 17:01:21 UTC 2025","Tue Sep 16 17:01:22 UTC 2025","743","casatasks","test_task_sdbaseline","sdbaseline_sinusoidTest","","","test017","Sinusoid Test 017: addwn as string (greater or equal pattern 3)"
"passed","Tue Sep 16 14:56:35 UTC 2025","Tue Sep 16 14:56:35 UTC 2025","0","casatools","test_tool_coordsys","coordsys_test","","","test_frequencyToVelocityDiff","Test the velocity diff"
"passed","Tue Sep 16 14:56:54 UTC 2025","Tue Sep 16 14:56:54 UTC 2025","11","casatools","test_tool_image_collapse","ia_collapse_test","","","test_4","ia.collapse(): not specifying an output image is ok"
"passed","Tue Sep 16 18:45:45 UTC 2025","Tue Sep 16 18:45:45 UTC 2025","422","casatasks","test_task_tsdimaging","sdimaging_test_selection","","","test_field_id_lt","Test field selection (field='<7')."
"passed","Tue Sep 16 14:57:36 UTC 2025","Tue Sep 16 14:57:36 UTC 2025","171","casatools","test_tool_ms","mstool_test_getdata","","","test_getweights","test ms.getdata, weight"
"passed","Tue Sep 16 17:05:04 UTC 2025","Tue Sep 16 17:05:23 UTC 2025","18347","casatasks","test_task_sdgaincal","sdgaincal_preapply_test","","","test_preapply01","test_preapply01: only sky caltable is applied (resulting const factor)."
"passed","Tue Sep 16 16:11:35 UTC 2025","Tue Sep 16 16:11:35 UTC 2025","353","casatasks","test_task_immath","immath_test1","","","test_input14","Immath 13: Test STOKES parameter, values: I, Q, yellow"
"passed","Tue Sep 16 15:33:43 UTC 2025","Tue Sep 16 15:33:45 UTC 2025","1623","casatasks","test_task_deconvolve","test_niterparms","","","test_niterparms_nsigma_2"," [niterparms] test_niterparms_nsigma_2 "
"passed","Tue Sep 16 15:46:16 UTC 2025","Tue Sep 16 15:46:16 UTC 2025","458","casatasks","test_task_flagdata","test_preaveraging","","","test_rflag_chanavg_extendflags","flagdata: rflag with chan average + extendflags, and compare vs mstransform"
"passed","Tue Sep 16 18:47:54 UTC 2025","Tue Sep 16 18:47:54 UTC 2025","486","casatasks","test_task_uvcontsub","uvcontsub_test","","","test_mixed_pols"," Check normal functioning with an MS with mixed polarizations in its (many)
        SPWs"
"passed","Tue Sep 16 16:24:20 UTC 2025","Tue Sep 16 16:24:21 UTC 2025","1047","casatasks","test_task_importnro","importnro_test","","","test_invaliddata","test_invaliddata: Invalid data check."
"passed","Tue Sep 16 14:58:44 UTC 2025","Tue Sep 16 14:58:44 UTC 2025","41","casatools","test_tool_msmetadata","msmetadata_test","","","test_timesforspws","Verify timesforspws()"
"passed","Tue Sep 16 16:26:58 UTC 2025","Tue Sep 16 16:26:58 UTC 2025","24","casatasks","test_task_imval","imval_test","","","test_inputBoxNegativeY","Test when negative y value is given in the box parameter"
"skipped","Tue Sep 16 16:43:52 UTC 2025","Tue Sep 16 16:43:52 UTC 2025","0","casatasks","test_task_plotbandpass","plotbandpass_multi_field_Tsys_solution_overlay_test","","","test_multi_field_bandpass_regression49","test_plotbandpass: test_multi_field_bandpass_regression49"
"passed","Tue Sep 16 16:50:12 UTC 2025","Tue Sep 16 16:50:12 UTC 2025","10","casatasks","test_task_plotprofilemap","plotprofilemap_test","","","test_not_overwrite","test_not_overwrite: output image already exists (causes error)"
"passed","Tue Sep 16 14:54:47 UTC 2025","Tue Sep 16 14:54:47 UTC 2025","126","casatools","test_tool_agentflagger","test_tsys","","","test_clip_minmax_fparm_sol1_2","AgentFlagger:: Test cliping first calibration solution product of FPARAM column using a minmax range "
